Team_1,Team_2,Winner,Margin,Ground,Match Date,Bat first,Pitch Advantage,Home Advantage
P.N.G.,Scotland,P.N.G.,5 wickets,Port Moresby,"Oct 8, 2017",Scotland,Batting,Papua New Guinea
Pakistan,Sri Lanka,Pakistan,83 runs,Dubai (DSC),"Oct 13, 2017",Pakistan,Balanced,United Arab Emirates (UAE)
South Africa,Bangladesh,South Africa,10 wickets,Kimberley,"Oct 15, 2017",Bangladesh,Batting,South Africa
Pakistan,Sri Lanka,Pakistan,32 runs,Abu Dhabi,"Oct 16, 2017",Pakistan,Bowling,United Arab Emirates (UAE)
South Africa,Bangladesh,South Africa,104 runs,Paarl,"Oct 18, 2017",South Africa,Balanced,South Africa
Pakistan,Sri Lanka,Pakistan,7 wickets,Abu Dhabi,"Oct 18, 2017",Sri Lanka,Bowling,United Arab Emirates (UAE)
Pakistan,Sri Lanka,Pakistan,7 wickets,Sharjah,"Oct 20, 2017",Sri Lanka,Batting,United Arab Emirates (UAE)
India,New Zealand,New Zealand,6 wickets,Wankhede,"Oct 22, 2017",India,Balanced,India
South Africa,Bangladesh,South Africa,200 runs,East London,"Oct 22, 2017",South Africa,Balanced,South Africa
Pakistan,Sri Lanka,Pakistan,9 wickets,Sharjah,"Oct 23, 2017",Sri Lanka,Batting,United Arab Emirates (UAE)
India,New Zealand,India,6 wickets,Pune,"Oct 25, 2017",New Zealand,Balanced,India
India,New Zealand,India,6 runs,Kanpur,"Oct 29, 2017",India,Balanced,India
P.N.G.,Scotland,Scotland,6 wickets,Dubai (DSC),"Nov 24, 2017",P.N.G.,Balanced,United Arab Emirates (UAE)
P.N.G.,Scotland,Scotland,4 wickets,Dubai (DSC),"Nov 25, 2017",P.N.G.,Balanced,United Arab Emirates (UAE)
Afghanistan,Ireland,Afghanistan,138 runs,Sharjah,"Dec 5, 2017",Afghanistan,Batting,United Arab Emirates (UAE)
Hong Kong,P.N.G.,Hong Kong,23 runs,ICCA Dubai,"Dec 6, 2017",Hong Kong,Balanced,United Arab Emirates (UAE)
Afghanistan,Ireland,Ireland,51 runs,Sharjah,"Dec 7, 2017",Ireland,Batting,United Arab Emirates (UAE)
Hong Kong,P.N.G.,Hong Kong,93 runs,ICCA Dubai,"Dec 8, 2017",Hong Kong,Balanced,United Arab Emirates (UAE)
India,Sri Lanka,Sri Lanka,7 wickets,Dharamsala,"Dec 10, 2017",India,Bowling,India
Afghanistan,Ireland,Ireland,5 wickets,Sharjah,"Dec 10, 2017",Afghanistan,Batting,United Arab Emirates (UAE)
India,Sri Lanka,India,141 runs,Mohali,"Dec 13, 2017",India,Batting,India
India,Sri Lanka,India,8 wickets,Visakhapatnam,"Dec 17, 2017",Sri Lanka,Balanced,India
New Zealand,West Indies,New Zealand,5 wickets,Whangarei,"Dec 20, 2017",West Indies,Balanced,New Zealand
New Zealand,West Indies,New Zealand,204 runs,Christchurch,"Dec 23, 2017",New Zealand,Balanced,New Zealand
New Zealand,West Indies,New Zealand,66 runs,Christchurch,"Dec 26, 2017",New Zealand,Balanced,New Zealand
New Zealand,Pakistan,New Zealand,61 runs,Wellington,"Jan 6, 2018",New Zealand,Balanced,New Zealand
New Zealand,Pakistan,New Zealand,8 wickets,Nelson,"Jan 9, 2018",Pakistan,Balanced,New Zealand
U.A.E.,Ireland,Ireland,4 wickets,ICCA Dubai,"Jan 11, 2018",U.A.E.,Balanced,United Arab Emirates (UAE)
New Zealand,Pakistan,New Zealand,183 runs,Dunedin,"Jan 13, 2018",New Zealand,Balanced,New Zealand
U.A.E.,Ireland,Ireland,67 runs,ICCA Dubai,"Jan 13, 2018",Ireland,Balanced,United Arab Emirates (UAE)
Australia,England,England,5 wickets,Melbourne,"Jan 14, 2018",Australia,Balanced,Australia
Bangladesh,Zimbabwe,Bangladesh,8 wickets,Mirpur,"Jan 15, 2018",Zimbabwe,Batting,Bangladesh
New Zealand,Pakistan,New Zealand,5 wickets,Hamilton,"Jan 16, 2018",Pakistan,Balanced,New Zealand
Ireland,Scotland,Ireland,6 wickets,ICCA Dubai,"Jan 16, 2018",Scotland,Balanced,United Arab Emirates (UAE)
Sri Lanka,Zimbabwe,Zimbabwe,12 runs,Mirpur,"Jan 17, 2018",Zimbabwe,Batting,Bangladesh
Ireland,Scotland,Ireland,24 runs,ICCA Dubai,"Jan 18, 2018",Ireland,Balanced,United Arab Emirates (UAE)
New Zealand,Pakistan,New Zealand,15 runs,Wellington,"Jan 19, 2018",New Zealand,Balanced,New Zealand
Australia,England,England,4 wickets,Brisbane,"Jan 19, 2018",Australia,Batting,Australia
Bangladesh,Sri Lanka,Bangladesh,163 runs,Mirpur,"Jan 19, 2018",Bangladesh,Batting,Bangladesh
Australia,England,England,16 runs,Sydney,"Jan 21, 2018",England,Balanced,Australia
U.A.E.,Scotland,Scotland,31 runs,ICCA Dubai,"Jan 21, 2018",Scotland,Balanced,United Arab Emirates (UAE)
Sri Lanka,Zimbabwe,Sri Lanka,5 wickets,Mirpur,"Jan 21, 2018",Zimbabwe,Batting,Bangladesh
U.A.E.,Scotland,U.A.E.,4 wickets,ICCA Dubai,"Jan 23, 2018",Scotland,Balanced,United Arab Emirates (UAE)
Bangladesh,Zimbabwe,Bangladesh,91 runs,Mirpur,"Jan 23, 2018",Bangladesh,Batting,Bangladesh
Bangladesh,Sri Lanka,Sri Lanka,10 wickets,Mirpur,"Jan 25, 2018",Bangladesh,Batting,Bangladesh
Australia,England,Australia,3 wickets,Adelaide,"Jan 26, 2018",England,Balanced,Australia
Bangladesh,Sri Lanka,Sri Lanka,79 runs,Mirpur,"Jan 27, 2018",Sri Lanka,Batting,Bangladesh
Australia,England,England,12 runs,Perth,"Jan 28, 2018",England,Balanced,Australia
South Africa,India,India,6 wickets,Durban,"Feb 1, 2018",South Africa,Batting,South Africa
South Africa,India,India,9 wickets,Centurion,"Feb 4, 2018",South Africa,Batting,South Africa
South Africa,India,India,124 runs,Cape Town,"Feb 7, 2018",India,Bowling,South Africa
Afghanistan,Zimbabwe,Afghanistan,154 runs,Sharjah,"Feb 9, 2018",Afghanistan,Batting,United Arab Emirates (UAE)
South Africa,India,South Africa,5 wickets,Johannesburg,"Feb 10, 2018",India,Batting,South Africa
Afghanistan,Zimbabwe,Zimbabwe,154 runs,Sharjah,"Feb 11, 2018",Zimbabwe,Batting,United Arab Emirates (UAE)
Afghanistan,Zimbabwe,Afghanistan,6 wickets,Sharjah,"Feb 13, 2018",Zimbabwe,Batting,United Arab Emirates (UAE)
South Africa,India,India,73 runs,Gqeberha,"Feb 13, 2018",India,Balanced,South Africa
Afghanistan,Zimbabwe,Afghanistan,10 wickets,Sharjah,"Feb 16, 2018",Zimbabwe,Batting,United Arab Emirates (UAE)
South Africa,India,India,8 wickets,Centurion,"Feb 16, 2018",South Africa,Batting,South Africa
Afghanistan,Zimbabwe,Afghanistan,146 runs,Sharjah,"Feb 19, 2018",Afghanistan,Batting,United Arab Emirates (UAE)
New Zealand,England,New Zealand,3 wickets,Hamilton,"Feb 25, 2018",England,Balanced,New Zealand
New Zealand,England,England,6 wickets,Mount Maunganui,"Feb 28, 2018",New Zealand,Balanced,New Zealand
New Zealand,England,England,4 runs,Wellington,"Mar 3, 2018",England,Balanced,New Zealand
Afghanistan,Scotland,Scotland,7 wickets,Bulawayo,"Mar 4, 2018",Afghanistan,Batting,Zimbabwe
P.N.G.,U.A.E.,U.A.E.,56 runs,Harare,"Mar 4, 2018",U.A.E.,Balanced,Zimbabwe
Hong Kong,Scotland,Scotland,4 wickets,Bulawayo,"Mar 6, 2018",Hong Kong,Batting,Zimbabwe
Ireland,P.N.G.,Ireland,4 wickets,Harare,"Mar 6, 2018",P.N.G.,Balanced,Zimbabwe
U.A.E.,West Indies,West Indies,60 runs,Harare,"Mar 6, 2018",West Indies,Balanced,Zimbabwe
Zimbabwe,Afghanistan,Zimbabwe,2 runs,Bulawayo,"Mar 6, 2018",Zimbabwe,Batting,Zimbabwe
New Zealand,England,New Zealand,5 wickets,Dunedin,"Mar 7, 2018",England,Balanced,New Zealand
Afghanistan,Hong Kong,Hong Kong,30 runs,Bulawayo,"Mar 8, 2018",Hong Kong,Batting,Zimbabwe
P.N.G.,West Indies,West Indies,6 wickets,Harare,"Mar 8, 2018",P.N.G.,Balanced,Zimbabwe
New Zealand,England,England,7 wickets,Christchurch,"Mar 10, 2018",New Zealand,Balanced,New Zealand
Ireland,West Indies,West Indies,52 runs,Harare,"Mar 10, 2018",West Indies,Balanced,Zimbabwe
Zimbabwe,Hong Kong,Zimbabwe,89 runs,Bulawayo,"Mar 10, 2018",Zimbabwe,Batting,Zimbabwe
Ireland,U.A.E.,Ireland,226 runs,Harare,"Mar 12, 2018",Ireland,Balanced,Zimbabwe
Zimbabwe,Scotland,0,-,Bulawayo,"Mar 12, 2018",Scotland,Batting,Zimbabwe
Afghanistan,West Indies,Afghanistan,3 wickets,Harare,"Mar 15, 2018",West Indies,Balanced,Zimbabwe
Scotland,U.A.E.,Scotland,73 runs,Bulawayo,"Mar 15, 2018",Scotland,Batting,Zimbabwe
Zimbabwe,Ireland,Zimbabwe,107 runs,Harare,"Mar 16, 2018",Zimbabwe,Balanced,Zimbabwe
Hong Kong,P.N.G.,P.N.G.,58 runs,Harare,"Mar 17, 2018",P.N.G.,Balanced,Zimbabwe
Ireland,Scotland,Ireland,25 runs,Harare,"Mar 18, 2018",Ireland,Balanced,Zimbabwe
Zimbabwe,West Indies,West Indies,4 wickets,Harare,"Mar 19, 2018",Zimbabwe,Balanced,Zimbabwe
Afghanistan,U.A.E.,Afghanistan,5 wickets,Harare,"Mar 20, 2018",U.A.E.,Balanced,Zimbabwe
Scotland,West Indies,West Indies,5 runs,Harare,"Mar 21, 2018",West Indies,Balanced,Zimbabwe
Zimbabwe,U.A.E.,U.A.E.,3 runs,Harare,"Mar 22, 2018",U.A.E.,Balanced,Zimbabwe
Afghanistan,Ireland,Afghanistan,5 wickets,Harare,"Mar 23, 2018",Ireland,Balanced,Zimbabwe
Afghanistan,West Indies,Afghanistan,7 wickets,Harare,"Mar 25, 2018",West Indies,Balanced,Zimbabwe
Scotland,England,Scotland,6 runs,Edinburgh,"Jun 10, 2018",Scotland,Bowling,Scotland (United Kingdom)
England,Australia,England,3 wickets,The Oval,"Jun 13, 2018",Australia,Balanced,England (United Kingdom)
England,Australia,England,38 runs,Cardiff,"Jun 16, 2018",England,Balanced,Wales (United Kingdom)
England,Australia,England,242 runs,Nottingham,"Jun 19, 2018",England,Balanced,England (United Kingdom)
England,Australia,England,6 wickets,Chester-le-Street,"Jun 21, 2018",Australia,Balanced,England (United Kingdom)
England,Australia,England,1 wicket,Manchester,"Jun 24, 2018",Australia,Bowling,England (United Kingdom)
England,India,India,8 wickets,Nottingham,"Jul 12, 2018",England,Balanced,England (United Kingdom)
Zimbabwe,Pakistan,Pakistan,201 runs,Bulawayo,"Jul 13, 2018",Pakistan,Batting,Zimbabwe
England,India,England,86 runs,Lord's,"Jul 14, 2018",England,Balanced,England (United Kingdom)
Zimbabwe,Pakistan,Pakistan,9 wickets,Bulawayo,"Jul 16, 2018",Zimbabwe,Batting,Zimbabwe
England,India,England,8 wickets,Leeds,"Jul 17, 2018",India,Balanced,England (United Kingdom)
Zimbabwe,Pakistan,Pakistan,9 wickets,Bulawayo,"Jul 18, 2018",Zimbabwe,Batting,Zimbabwe
Zimbabwe,Pakistan,Pakistan,244 runs,Bulawayo,"Jul 20, 2018",Pakistan,Batting,Zimbabwe
Zimbabwe,Pakistan,Pakistan,131 runs,Bulawayo,"Jul 22, 2018",Pakistan,Batting,Zimbabwe
West Indies,Bangladesh,Bangladesh,48 runs,Providence,"Jul 22, 2018",Bangladesh,Batting,Guyana
West Indies,Bangladesh,West Indies,3 runs,Providence,"Jul 25, 2018",West Indies,Batting,Guyana
West Indies,Bangladesh,Bangladesh,18 runs,Basseterre,"Jul 28, 2018",Bangladesh,Batting,Saint Kitts and Nevis
Sri Lanka,South Africa,South Africa,5 wickets,Dambulla,"Jul 29, 2018",Sri Lanka,Balanced,Sri Lanka
Netherlands,Nepal,Netherlands,55 runs,Amstelveen,"Aug 1, 2018",Netherlands,Balanced,Netherlands
Sri Lanka,South Africa,South Africa,4 wickets,Dambulla,"Aug 1, 2018",Sri Lanka,Balanced,Sri Lanka
Netherlands,Nepal,Nepal,1 run,Amstelveen,"Aug 3, 2018",Netherlands,Balanced,Netherlands
Sri Lanka,South Africa,South Africa,78 runs,Pallekele,"Aug 5, 2018",South Africa,Batting,Sri Lanka
Sri Lanka,South Africa,Sri Lanka,3 runs,Pallekele,"Aug 8, 2018",Sri Lanka,Batting,Sri Lanka
Sri Lanka,South Africa,Sri Lanka,178 runs,Colombo (RPS),"Aug 12, 2018",Sri Lanka,Batting,Sri Lanka
Ireland,Afghanistan,Afghanistan,29 runs,Belfast,"Aug 27, 2018",Afghanistan,Balanced,Northern Ireland (United Kingdom)
Ireland,Afghanistan,Ireland,3 wickets,Belfast,"Aug 29, 2018",Afghanistan,Balanced,Northern Ireland (United Kingdom)
Nepal,U.A.E.,U.A.E.,78 runs,Kuala Lumpur,"Aug 30, 2018",U.A.E.,Balanced,Malaysia
Ireland,Afghanistan,Afghanistan,8 wickets,Belfast,"Aug 31, 2018",Ireland,Balanced,Northern Ireland (United Kingdom)
Bangladesh,Sri Lanka,Bangladesh,137 runs,Dubai (DSC),"Sep 15, 2018",Bangladesh,Balanced,United Arab Emirates (UAE)
Hong Kong,Pakistan,Pakistan,8 wickets,Dubai (DSC),"Sep 16, 2018",Hong Kong,Balanced,United Arab Emirates (UAE)
Afghanistan,Sri Lanka,Afghanistan,91 runs,Abu Dhabi,"Sep 17, 2018",Afghanistan,Bowling,United Arab Emirates (UAE)
Hong Kong,India,India,26 runs,Dubai (DSC),"Sep 18, 2018",India,Balanced,United Arab Emirates (UAE)
India,Pakistan,India,8 wickets,Dubai (DSC),"Sep 19, 2018",Pakistan,Balanced,United Arab Emirates (UAE)
Afghanistan,Bangladesh,Afghanistan,136 runs,Abu Dhabi,"Sep 20, 2018",Afghanistan,Bowling,United Arab Emirates (UAE)
Bangladesh,India,India,7 wickets,Dubai (DSC),"Sep 21, 2018",Bangladesh,Balanced,United Arab Emirates (UAE)
Afghanistan,Pakistan,Pakistan,3 wickets,Abu Dhabi,"Sep 21, 2018",Afghanistan,Bowling,United Arab Emirates (UAE)
India,Pakistan,India,9 wickets,Dubai (DSC),"Sep 23, 2018",Pakistan,Balanced,United Arab Emirates (UAE)
Afghanistan,Bangladesh,Bangladesh,3 runs,Abu Dhabi,"Sep 23, 2018",Bangladesh,Bowling,United Arab Emirates (UAE)
Afghanistan,India,0,-,Dubai (DSC),"Sep 25, 2018",India,Balanced,United Arab Emirates (UAE)
Bangladesh,Pakistan,Bangladesh,37 runs,Abu Dhabi,"Sep 26, 2018",Bangladesh,Bowling,United Arab Emirates (UAE)
Bangladesh,India,India,3 wickets,Dubai (DSC),"Sep 28, 2018",Bangladesh,Balanced,United Arab Emirates (UAE)
South Africa,Zimbabwe,South Africa,5 wickets,Kimberley,"Sep 30, 2018",Zimbabwe,Batting,South Africa
South Africa,Zimbabwe,South Africa,120 runs,Bloemfontein,"Oct 3, 2018",South Africa,Batting,South Africa
South Africa,Zimbabwe,South Africa,4 wickets,Paarl,"Oct 6, 2018",Zimbabwe,Balanced,South Africa
Sri Lanka,England,0,-,Dambulla,"Oct 10, 2018",England,Balanced,Sri Lanka
Sri Lanka,England,England,31 runs,Dambulla,"Oct 13, 2018",England,Balanced,Sri Lanka
Sri Lanka,England,England,7 wickets,Pallekele,"Oct 17, 2018",Sri Lanka,Batting,Sri Lanka
Sri Lanka,England,England,18 runs,Pallekele,"Oct 20, 2018",England,Batting,Sri Lanka
India,West Indies,India,8 wickets,Guwahati,"Oct 21, 2018",West Indies,Bowling,India
Bangladesh,Zimbabwe,Bangladesh,28 runs,Mirpur,"Oct 21, 2018",Bangladesh,Batting,Bangladesh
Sri Lanka,England,Sri Lanka,219 runs,Colombo (RPS),"Oct 23, 2018",Sri Lanka,Batting,Sri Lanka
India,West Indies,0,-,Visakhapatnam,"Oct 24, 2018",West Indies,Balanced,India
Bangladesh,Zimbabwe,Bangladesh,7 wickets,Chattogram,"Oct 24, 2018",Zimbabwe,Batting,Bangladesh
Bangladesh,Zimbabwe,Bangladesh,7 wickets,Chattogram,"Oct 26, 2018",Zimbabwe,Batting,Bangladesh
India,West Indies,West Indies,43 runs,Pune,"Oct 27, 2018",West Indies,Balanced,India
India,West Indies,India,224 runs,Brabourne,"Oct 29, 2018",India,Balanced,India
India,West Indies,India,9 wickets,Thiruvananthapuram,"Nov 1, 2018",West Indies,Balanced,India
Australia,South Africa,South Africa,6 wickets,Perth,"Nov 4, 2018",Australia,Balanced,Australia
New Zealand,Pakistan,New Zealand,47 runs,Abu Dhabi,"Nov 7, 2018",New Zealand,Bowling,United Arab Emirates (UAE)
Australia,South Africa,Australia,7 runs,Adelaide,"Nov 9, 2018",Australia,Balanced,Australia
New Zealand,Pakistan,Pakistan,6 wickets,Abu Dhabi,"Nov 9, 2018",New Zealand,Bowling,United Arab Emirates (UAE)
Australia,South Africa,South Africa,40 runs,Hobart,"Nov 11, 2018",South Africa,Balanced,Australia
New Zealand,Pakistan,0,-,Dubai (DSC),"Nov 11, 2018",Pakistan,Balanced,United Arab Emirates (UAE)
Bangladesh,West Indies,Bangladesh,5 wickets,Mirpur,"Dec 9, 2018",West Indies,Batting,Bangladesh
Bangladesh,West Indies,West Indies,4 wickets,Mirpur,"Dec 11, 2018",Bangladesh,Batting,Bangladesh
Bangladesh,West Indies,Bangladesh,8 wickets,Sylhet,"Dec 14, 2018",West Indies,Batting,Bangladesh
New Zealand,Sri Lanka,New Zealand,45 runs,Mount Maunganui,"Jan 3, 2019",New Zealand,Balanced,New Zealand
New Zealand,Sri Lanka,New Zealand,21 runs,Mount Maunganui,"Jan 5, 2019",New Zealand,Balanced,New Zealand
New Zealand,Sri Lanka,New Zealand,115 runs,Nelson,"Jan 8, 2019",New Zealand,Balanced,New Zealand
Australia,India,Australia,34 runs,Sydney,"Jan 12, 2019",Australia,Balanced,Australia
Australia,India,India,6 wickets,Adelaide,"Jan 15, 2019",Australia,Balanced,Australia
Australia,India,India,7 wickets,Melbourne,"Jan 18, 2019",Australia,Balanced,Australia
South Africa,Pakistan,Pakistan,5 wickets,Gqeberha,"Jan 19, 2019",South Africa,Balanced,South Africa
South Africa,Pakistan,South Africa,5 wickets,Durban,"Jan 22, 2019",Pakistan,Batting,South Africa
New Zealand,India,India,8 wickets,Napier,"Jan 23, 2019",New Zealand,Balanced,New Zealand
U.A.E.,Nepal,U.A.E.,3 wickets,ICCA Dubai,"Jan 25, 2019",Nepal,Balanced,United Arab Emirates (UAE)
South Africa,Pakistan,South Africa,13 runs,Centurion,"Jan 25, 2019",South Africa,Batting,South Africa
New Zealand,India,India,90 runs,Mount Maunganui,"Jan 26, 2019",India,Balanced,New Zealand
U.A.E.,Nepal,Nepal,145 runs,ICCA Dubai,"Jan 26, 2019",Nepal,Balanced,United Arab Emirates (UAE)
South Africa,Pakistan,Pakistan,8 wickets,Johannesburg,"Jan 27, 2019",South Africa,Batting,South Africa
New Zealand,India,India,7 wickets,Mount Maunganui,"Jan 28, 2019",New Zealand,Balanced,New Zealand
U.A.E.,Nepal,Nepal,4 wickets,ICCA Dubai,"Jan 28, 2019",U.A.E.,Balanced,United Arab Emirates (UAE)
South Africa,Pakistan,South Africa,7 wickets,Cape Town,"Jan 30, 2019",Pakistan,Bowling,South Africa
New Zealand,India,New Zealand,8 wickets,Hamilton,"Jan 31, 2019",India,Balanced,New Zealand
New Zealand,India,India,35 runs,Wellington,"Feb 3, 2019",India,Balanced,New Zealand
New Zealand,Bangladesh,New Zealand,8 wickets,Napier,"Feb 13, 2019",Bangladesh,Balanced,New Zealand
New Zealand,Bangladesh,New Zealand,8 wickets,Christchurch,"Feb 16, 2019",Bangladesh,Balanced,New Zealand
New Zealand,Bangladesh,New Zealand,88 runs,Dunedin,"Feb 20, 2019",New Zealand,Balanced,New Zealand
West Indies,England,England,6 wickets,Bridgetown,"Feb 20, 2019",West Indies,Balanced,Barbados
West Indies,England,West Indies,26 runs,Bridgetown,"Feb 22, 2019",West Indies,Balanced,Barbados
West Indies,England,0,-,St George's,"Feb 25, 2019",England,Batting,Grenada
West Indies,England,England,29 runs,St George's,"Feb 27, 2019",England,Batting,Grenada
Afghanistan,Ireland,Afghanistan,5 wickets,Dehradun,"Feb 28, 2019",Ireland,Balanced,India
Afghanistan,Ireland,0,-,Dehradun,"Mar 2, 2019",Ireland,Balanced,India
India,Australia,India,6 wickets,Hyderabad,"Mar 2, 2019",Australia,Balanced,India
West Indies,England,West Indies,7 wickets,Gros Islet,"Mar 2, 2019",England,Batting,Saint Lucia
South Africa,Sri Lanka,South Africa,8 wickets,Johannesburg,"Mar 3, 2019",Sri Lanka,Batting,South Africa
Afghanistan,Ireland,Ireland,4 wickets,Dehradun,"Mar 5, 2019",Afghanistan,Balanced,India
India,Australia,India,8 runs,Nagpur,"Mar 5, 2019",India,Balanced,India
South Africa,Sri Lanka,South Africa,113 runs,Centurion,"Mar 6, 2019",South Africa,Batting,South Africa
Afghanistan,Ireland,Afghanistan,109 runs,Dehradun,"Mar 8, 2019",Afghanistan,Balanced,India
India,Australia,Australia,32 runs,Ranchi,"Mar 8, 2019",Australia,Balanced,India
Afghanistan,Ireland,Ireland,5 wickets,Dehradun,"Mar 10, 2019",Afghanistan,Balanced,India
India,Australia,Australia,4 wickets,Mohali,"Mar 10, 2019",India,Batting,India
South Africa,Sri Lanka,South Africa,71 runs,Durban,"Mar 10, 2019",South Africa,Batting,South Africa
India,Australia,Australia,35 runs,Delhi,"Mar 13, 2019",Australia,Batting,India
South Africa,Sri Lanka,South Africa,6 wickets,Gqeberha,"Mar 13, 2019",Sri Lanka,Balanced,South Africa
South Africa,Sri Lanka,South Africa,41 runs,Cape Town,"Mar 16, 2019",South Africa,Bowling,South Africa
Australia,Pakistan,Australia,8 wickets,Sharjah,"Mar 22, 2019",Pakistan,Batting,United Arab Emirates (UAE)
Australia,Pakistan,Australia,8 wickets,Sharjah,"Mar 24, 2019",Pakistan,Batting,United Arab Emirates (UAE)
Australia,Pakistan,Australia,80 runs,Abu Dhabi,"Mar 27, 2019",Australia,Bowling,United Arab Emirates (UAE)
Australia,Pakistan,Australia,6 runs,Dubai (DSC),"Mar 29, 2019",Australia,Balanced,United Arab Emirates (UAE)
Australia,Pakistan,Australia,20 runs,Dubai (DSC),"Mar 31, 2019",Australia,Balanced,United Arab Emirates (UAE)
Zimbabwe,U.A.E.,Zimbabwe,7 wickets,Harare,"Apr 10, 2019",U.A.E.,Balanced,Zimbabwe
Zimbabwe,U.A.E.,Zimbabwe,4 runs,Harare,"Apr 12, 2019",Zimbabwe,Balanced,Zimbabwe
Zimbabwe,U.A.E.,Zimbabwe,131 runs,Harare,"Apr 14, 2019",Zimbabwe,Balanced,Zimbabwe
Zimbabwe,U.A.E.,Zimbabwe,3 wickets,Harare,"Apr 16, 2019",U.A.E.,Balanced,Zimbabwe
Namibia,Oman,Namibia,145 runs,Windhoek,"Apr 27, 2019",Namibia,Balanced,Namibia
P.N.G.,U.S.A.,P.N.G.,5 wickets,Windhoek,"Apr 27, 2019",U.S.A.,Balanced,Namibia
Ireland,England,England,4 wickets,Dublin (Malahide),"May 3, 2019",Ireland,Balanced,Ireland
Ireland,West Indies,West Indies,196 runs,Dublin,"May 5, 2019",West Indies,Balanced,Ireland
Bangladesh,West Indies,Bangladesh,8 wickets,Dublin,"May 7, 2019",West Indies,Balanced,Ireland
England,Pakistan,0,-,The Oval,"May 8, 2019",Pakistan,Balanced,England (United Kingdom)
Scotland,Afghanistan,Afghanistan,2 runs,Edinburgh,"May 10, 2019",Afghanistan,Bowling,Scotland (United Kingdom)
Ireland,West Indies,West Indies,5 wickets,Dublin (Malahide),"May 11, 2019",Ireland,Balanced,Ireland
England,Pakistan,England,12 runs,Southampton,"May 11, 2019",England,Balanced,England (United Kingdom)
Bangladesh,West Indies,Bangladesh,5 wickets,Dublin (Malahide),"May 13, 2019",West Indies,Balanced,Ireland
England,Pakistan,England,6 wickets,Bristol,"May 14, 2019",Pakistan,Balanced,England (United Kingdom)
Ireland,Bangladesh,Bangladesh,6 wickets,Dublin,"May 15, 2019",Ireland,Balanced,Ireland
Bangladesh,West Indies,Bangladesh,5 wickets,Dublin (Malahide),"May 17, 2019",West Indies,Balanced,Ireland
England,Pakistan,England,3 wickets,Nottingham,"May 17, 2019",Pakistan,Balanced,England (United Kingdom)
